I'll do my best!,I'll do my best!,
"Will you be able to return to the cold, brutal world at large if you spend too much time in this quite little piece of bliss?",I need you to fetch at least five honeycombs for me from the beehives west of town,
Just cross the bridge and continue straight ahead until you see them on your left-hand side,Just cross the bridge and continue straight ahead until you see them on your left-hand side,
Look at these honey-combs!,Look at these honeycombs!,
Have you ever seen honey this golden?,Have you ever seen honey this golden?,
The children will love this,"Boy, the children will love this",
"Oh, the Baroness is going to be so pleased","Oh, the Baroness is going to be so pleased",
"Now, the cakes are for the children but I’ll tell you what","Now, the cakes are for the children but I’ll tell you what",
I baked one too many apple-pies for the feast,I baked one too many apple pies for the feast,
It’s yours if you want it,It’s yours if you want it,
Klara winks at you and hands you a fresh apple pie,Klara winks at you and hands you a fresh apple pie,
"Now, off you go!","Now, off you go!",
I have the honey!,I have the honey!,
Go on then!,Go on then!,
Can you teach me a few recipes?,Can you teach me a few recipes?,
What's going on in Firgol?,What's going on in Firgol?,
Want to learn how to cook eh?,Want to learn how to cook eh?,
Well I can’t blame you,Well I can’t blame you,
Nothing soothes the soul like a home-cooked meal,Nothing soothes the soul like a home-cooked meal,
Have a look in my recipe-book,Peruse my recipe book,
I’ll teach you for a few coins per recipe!,"If something catches your eye, I’ll teach it to you - only a few coins each!",
Browse Recipes,Browse Recipes,
"Klara rushes back and forth, red-faced and sweating but with movements that seem so choreographed and intentional that she appears more like a dancer than a cook","Klara rushes back and forth, red-faced and sweating but with movements that seem so choreographed and intentional that she appears more like a dancer than a cook",
You are truly watching a master at work here,You are truly watching a master at work here,
Let's talk for a bit!,Let's talk for a bit!,
#FirgolManorEnter,#FirgolManorEnter,
The scene before you is one of utter insanity,The scene before you is one of utter insanity,
The Baroness presides over it with a look of exhausted contentment on her face,The Baroness presides over it with a look of exhausted contentment on her face,
I’m so glad to see you here,I’m so glad to see you here,
The great work is nearly done and I couldn’t have done it without you,The great work is nearly done; and I couldn’t have done it without you,
It’s only fitting you should be here at the finale,It’s only fitting you should be here at the finale,
She produces a long dagger from her sleeve,She produces a long dagger from her sleeve,
Put down the dagger!,Put down the dagger!,
Beyond hope and reason you see that the children are still alive - albeit paralyzed in some kind of trance,Beyond hope and reason you see that the children are still alive - albeit paralysed in some kind of trance,
The Baroness begins laughing but the sound morphs into a wailing cry of sorrow and anger,The Baroness begins laughing but the sound morphs into a wailing cry of sorrow and anger,
They are mine now!,"They are mine, now!",
Why shouldn’t I have one as well!,Why shouldn’t I have one as well!,
Every fucking cow with a cunt in the village can squeeze one out SO WHY CAN’T I?!,"Every fucking cow with a cunt in the village can squeeze one out, SO WHY CAN’T I?!",
She screams and lunges for the nearest child,She screams and lunges for the nearest child,
#FirgolManorFinal,#FirgolManorFinal,
"Sitting in silent majesty upon the throne, is the desiccated corpse of what must have been the Baron of Firgol","Sitting in silent majesty upon the throne, is the desiccated corpse of what must have been the Baron of Firgol",
"Tattered, yellow robes hang loosely from the body and around the head, a thin crown of ivy has grown","Tattered, yellow robes hang loosely from the body and around the head, a thin crown of ivy has grown",
A king out of time,A king out of time,
"Though similar, this figure cannot be the one that performed that horrid play","Though similar, this figure cannot be the one that performed that horrid play",
"And even as you stand here, the memory of it has begun to fade","And even as you stand here, the memory of it has begun to fade",
"Like a dream upon waking, you are left wondering if it even happened at all","Like a dream upon waking, you are left wondering if it even happened at all",
"No matter, there is nothing more here for you now","No matter, there is nothing more here for you now",
Only bones dust,Only bones dust,
You turn to leave,You turn to leave,
"For a moment you imagine that you hear the flapping of tattered robes, but then it passes","For a moment you imagine that you hear the flapping of tattered robes, but then it passes",
#FirgolMoleBurrow,#FirgolMoleBurrow,
You dig the shovel into the soft soil and easily collapse the burrow,You dig the shovel into the soft soil and easily collapse the burrow,
"After a few strokes however, the shovel-head comes up coated in dark blood","After a few strokes however, the shovel head comes up coated in dark blood",
"You root through the soil and to your disgust find numerous, small, hairless blobs of flesh that have been hacked to death by the shovel’s action","You root through the soil and to your disgust find numerous, small, hairless blobs of flesh that have been hacked to death by the shovel’s action",
"You can’t properly identify the strange things, nor do you want to, and quickly cover up the gruesome scene with dirt before moving along","You can’t properly identify the strange things, nor do you want to, and quickly cover up the gruesome scene with dirt before moving along",
"More carefully this time, you set to work collapsing the second tunnel","More carefully this time, you set to work collapsing the second tunnel",
The work progresses nicely until suddenly the earth shifts slightly as if something is moving underneath,"The work progresses nicely until suddenly the earth shifts slightly, as if something is moving underneath",
"Whatever it is, it grabs onto the shovel blade and tugs violently at it!","Whatever it is, it grabs onto the shovel blade and tugs violently at it!",
You yank back with all your might and manage to free the shovel from whatever lurks under the dirt,You yank back with all your might and manage to free the shovel from whatever lurks under the dirt,
"Swinging wildly, you pummel the ground and walk away hoping you’ve seen the last of whatever lurks underneath this orchard","Swinging wildly, you pummel the ground and walk away hoping you’ve seen the last of whatever lurks underneath this orchard",
Arriving at the third hole you feel an unease grow in your stomach,Arriving at the third hole you feel an unease grow in your stomach,
"Carefully, you bend down and try to peer into the small, dark burrow","Carefully, you bend down and try to peer into the small, dark burrow",
"To your horror, something glances back","To your horror, something glances back",
A pair of eyes that appear far too intelligent than an animal has any right to be,A pair of eyes that appear far too intelligent than an animal has any right to be,
"Then, in an instance they are gone - retreated underground","Then, in an instance they are gone - retreating underground",
Perhaps your mind is playing tricks on you?,Perhaps your mind is playing tricks on you?,
"You decide to not wait and find out and with a slight hint of panic, you utterly demolish the hole","You decide to not wait and find out and with a slight hint of panic, you utterly demolish the hole",
Your task is done and you should return to Ari,Your task is done and you should return to Ari,
You come across a freshly dug hole in the ground,You come across a freshly dug hole in the ground,
Dig out the burrow,Dig out the burrow,
#FirgolQuestOver,#FirgolQuestOver,
"As you leave the grounds of the accursed manor, your head spins and nausea overcomes you","As you leave the grounds of the accursed manor, your head spins and nausea overcomes you",
The things you have seen linger in your mind like the after-images of some alien sun burned into your eyes,The things you have seen linger in your mind like the after-images of some alien sun burned into your eyes,
"Try as you might you will neither be able to exorcize the memories, nor ever make sense of them","Try as you might you will neither be able to exorcise the memories, nor ever make sense of them",
Embla puts her hand on your shoulder,Embla puts her hand on your shoulder,
Are you alright?,Are you alright?,
"Somewhere, Kat alternates between crying and retching","Somewhere, Kat alternates between crying and retching",
I don't think I'll be 'alright' ever again,I don't think I'll be 'alright' ever again,
I suspect none of us ever will,I suspect none of us ever will,
The Dragon spreads its poison unto all the things it touches,The Dragon spreads its poison unto all the things it touches,
There is nowhere safe,There is nowhere safe,
Not even this tiny little village,Not even this tiny little village,
"Now more than ever, I am certain that the only way forward is to the very heart of darkness","Now more than ever, I am certain that the only way forward is to the very heart of darkness",
To Gradla and the Black Priory,To Gradla and the Black Priory,
Embla helps you up,Embla helps you up,
Indeed it would seem there is no going back,"Indeed, it would seem there is no going back",
#FirgolWeaverScene,#FirgolWeaverScene,
A young maiden stands looking at a pile of white canvas cloth,A young maiden stands looking at a pile of white canvas cloth,
She sighs deeply and appears to be lost in deep thought,She sighs deeply and appears to be lost in deep thought,
Is something wrong?,Is something wrong?,
"Oh, I didn’t see you there","Oh, I didn’t see you there",
I’m sorry if I seem rude but I’d rather just be left alone,"I’m sorry if I seem rude, but I’d rather just be left alone",
She offers a weak but apologetic smile,She offers a weak but apologetic smile,
Camilla’s eyes tear up,Camilla’s eyes tear up,
I’m,I’m,
I’m so ashamed,I’m so ashamed,
The Baroness was so kind to think of me for making the backdrops for their ‘surprise’,The Baroness was so kind to think of me for making the backdrops for their ‘surprise’,
I thought I could do it,I thought I could do it,
I have the canvases and everything,I have the canvases and everything,
All she asked was that I paint her a ‘wondrous vista’,All she asked was that I paint her a ‘wondrous vista’,
But I can’t bring myself to make the first stroke,But I can’t bring myself to make the first stroke,
Why not?,Why not?,
Camilla blushes,Camilla blushes,
I'm lost,I'm lost,
"My head, My heart","My head, My heart",
"There’s a girl, Cass, and I have… feelings for her","There’s a girl, Cass, and I have… feelings for her",
It was from a distance but I felt like there was something there,It was from a distance but I felt like there was something there,
"Me being me, I didn’t have the nerve to go talk to her","Me being me, I didn’t have the nerve to go talk to her",
Instead I left a note for her explaining my feelings,Instead I left a note for her explaining my feelings,
And then?,And then?,
Nothing at all,Nothing at all,
"Oh, I’m such an oaf","Oh, I’m such an oaf",
I write like a pig - How could I ever think my stupid note could sway someone like Cass,I write like a pig - How could I ever think my stupid note could sway someone like Cass,
Tears stream down Camilla’s face,Tears stream down Camilla’s face,
She has such a way with words,She has such a way with words,
"A bard, she is","A bard, she is",
And me?,And me?,
"I’m just simple, plain, and common","I’m just simple, plain, and common",
What if I talked to Cass for you?,What if I talked to Cass for you?,
You would do that for me?,You would do that for me?,
I suppose it would let me know one way or another,I suppose it would let me know one way or another,
"But please, try to be subtle about it","But please, try to be subtle about it",
Don’t let her know I’m besides myself thinking about her,Don’t let her know I’m besides myself thinking about her,
She draws in a deep breath and her mood appears to lift ever so slightly,She draws in a deep breath and her mood appears to lift ever so slightly,
Cass is a free spirit and she loves the water,Cass is a free spirit and she loves the water,
I’d look for her along the small creek that runs west of here,I’d look for her along the small creek that runs west of here,
Thank you so much for offering to help,Thank you so much for offering to help,
I'll return when I have news,I'll return when I have news,
"Well, since you offered to help I would really appreciate it if you talked to Cass for me","Well, since you offered to help I would really appreciate it if you talked to Cass for me",
I need to know if she got my note and what her feelings are for me,I need to know if she got my note and what her feelings are for me,
Just look for her along the creek west of the village,Just look for her along the creek west of the village,
Camilla goes pale,Camilla goes pale,
What… what did she say?,What… what did she say?,
"She doesn’t fancy me, right?","She doesn’t fancy me, right?",
I just know it!,I just know it!,
She asked me to give you this,She asked me to give you this,
She accepts the note and slowly unfolds it,She accepts the note and slowly unfolds it,
"As she consumes the song, line by line, her eyes water and her hands tremble","As she consumes the song, line by line, her eyes water and her hands tremble",
"By the end, she has to tear her eyes away from it","By the end, she has to tear her eyes away from it",
Such words,Such words,
I’ve never read such words,I’ve never read such words,
Was there more?,Was there more?,
Did she say anything?,Did she say anything?,
She told me she wanted to dance with you at the Carnivale,She told me she wanted to dance with you at the Carnivale,
"Camilla covers her mouth, smiling through tears of joy","Camilla covers her mouth, smiling through tears of joy",
She then blinks a few times as if remembering something,She then blinks a few times as if remembering something,
The backdrops for the Baroness!,The backdrops for the Baroness!,
I see it so clearly now,I see it so clearly now,
Cass’ song,Cass’ song,
"Oh, this will be amazing!","Oh, this will be amazing!",
Glad I could help!,Glad I could help!,
"And now, if you’ll excuse me, I have to get to work","And now, if you’ll excuse me, I have to get to work",
I’d rather you not see the result until at the Carnivale,I’d rather you not see the result until at the Carnivale,
It’ll be more impressive that way!,It’ll be more impressive that way!,
Camilla smiles a secretive smile and grabs a ream of canvas and a pot of paint before hastily walking off,Camilla smiles a secretive smile and grabs a ream of canvas and a pot of paint before hastily walking off,
What about the quest?,What about the quest?,
I've talked to Cass,I've talked to Cass,
Hello again,Hello again,
Camilla smiles timidly,Camilla smiles timidly,
"Oh, I’ve said too much","Oh, I’ve said too much",
The Baroness made me promise not to tell,The Baroness made me promise not to tell,
"Please, you need to ask her if you want to know more","Please, you need to ask her if you want to know more",
Not that it matters in any case,Not that it matters in any case,
I’m getting nowhere with this,I’m getting nowhere with this,
She motions to the reams of canvas,She motions to the reams of canvas,
And why is that?,And why is that?,
#,#,
# Chapter_4_Overland,# Chapter_4_Overland,
#,#,
#GradlaSpotted,#GradlaSpotted,
Land ho!,Land ho!,
sounds the cry from the crows nest,sounds the cry from the crows nest,
Iago offers you a spyglass,Iago offers you a spyglass,
There!,There!,
Fogbanks to the north,Fogbanks to the north,
"Try as you might you will neither be able to exorcise the memories, nor ever make sense of them",Gradla’s southern shore,
If I remember correctly the coastline is littered with underwater reefs and dangerous to navigate,If I remember correctly the coastline is littered with underwater reefs and dangerous to navigate,
I fear we cannot follow it without being forced into deeper waters and within grasp of the Behemoth,I fear we cannot follow it without being forced into deeper waters and within grasp of the Behemoth,
"Embla, what now?","Embla, what now?",
Embla closes her eyes for a moment as if recalling some distant memory,Embla closes her eyes for a moment as if recalling some distant memory,
The Priory lies on the plateau of the mountain chain that dominates Gradla’s inland,The Priory lies on the plateau of the mountain chain that dominates Gradla’s inland,
"As far as I know, the Cabal expedition landed at a small mining-village called Adler’s Helm and proceeded from there","As far as I know, the Cabal expedition landed at a small mining village called Adler’s Helm and proceeded from there",
"Iago, what do you recommend?","Iago, what do you recommend?",
Iago carefully scans the emerging shoreline,Iago carefully scans the emerging shoreline,
I suspect we will not be able to reach Adler’s Helm without exposing ourselves to the dangers of the high seas,I suspect we will not be able to reach Adler’s Helm without exposing ourselves to the dangers of the high seas,
"If you are to reach the village, you must land on the southern shore and then travel overland","If you are to reach the village, you must land on the southern shore and then travel overland",
Let's make landfall!,Let's make landfall!,
#GradlaSpottedVulcano,#GradlaSpottedVulcano,
"Ahead, a volcanic peaks of mount Karaban rises steeply","Ahead, a volcanic peaks of mount Karaban rises steeply",
It lies there like some giant of titanic proportions that is thankfully still asleep,"It lies there like some giant of titanic proportions, that is thankfully still asleep",
If it were to awaken however,"If it were to awaken, however",
"You shudder at the thought, thankful that your journey takes you in a different direction","You shudder at the thought, thankful that your journey takes you in a different direction",
#OverlandEnterBadland,#OverlandEnterBadland,
Katabatic winds howl through the valley,Katabatic winds howl through the valley,
"To the north, great snow-covered peaks loom over you like the ramparts of some great, cosmic fortress","To the north, great snow-covered peaks loom over you like the ramparts of some great, cosmic fortress",
Embla leans in and shouts over the wind,Embla leans in and howls over the wind,
These are the interior mountains!,These are the interior mountains!,
We must find a way to ascend them to reach the plateau and the Priory!,We must find a way to ascend them to reach the plateau and the Priory!,
And we'll find that in Adler's Helm?,And we'll find that in Adler's Helm?,
"All I know is that the Cabal expedition traveled there, and that means we must too","All I know is that the Cabal expedition travelled there, and as such, so must we",
"I’m sure once we get there, the way will somehow reveal itself","I’m sure once we get there, the way will somehow reveal itself",
That's a lot to hope for,That's a lot to hope for,
"For now, let’s just try to get there in one piece","For now, let’s just try to get there in one piece",
"From what I understand, Adler’s Helm lies somewhere near the north-eastern parts of this mountain-range","From what I understand, Adler’s Helm lies somewhere near the north eastern parts of this mountain range",
"If we follow its circumference, I believe we’ll eventually arrive there","If we follow its circumference, I believe we’ll eventually arrive there",
#,#,
# Chapter_4_Priory,# Chapter_4_Priory,
#,#,
#PrioryCaveAncientRoom,#PrioryCaveAncientRoom,
"Like the tons of stone that presses down from above, so does this chamber convey the weight of untold eons","Like the tons of stone that presses down from above, so does this chamber convey the weight of untold eons",
"Rows of embalmed corpses line the wall, sitting in perfect stillness with empty eye-sockets that stare into eternity","Rows of embalmed corpses line the wall, sitting in perfect stillness with empty eye sockets that stare into eternity",
How long have they been here?,How long have they been here?,
These men and women came here to worship long before the first stone of the Empire was laid,These men and women came here to worship long before the first stone of the Empire was laid,
Their corpses were already ancient when Gallian landed on Erdahn’s shores,Their corpses were already ancient when Gallian landed on Erdahn’s shores,
A strange thought occurs to you,A strange thought occurs to you,
These corpses are ‘dreaming’,These corpses are ‘dreaming’,
Waiting and dreaming,Waiting and dreaming,
Waiting on what?,Waiting on what?,
They… are ‘dreaming’,They are... ‘dreaming’,
You turn and realize it was Kat who spoke,You turn and realise it was Kat who spoke,
She looks surprised,She looks surprised,
I don’t know why I said that,I don’t know why I said that,
The thought just came to me!,The thought just came to me!,
"But, they ARE dreaming","But, they ARE dreaming",
Sharing the Sleeper’s dream,Sharing the Sleeper’s dream,
Waiting for him to return to them,Waiting for him to return to them,
Where are these thoughts coming from?!,Where are these thoughts coming from?!,
Can we please leave?,Can we please leave?,
"Yes, let's move","Yes, let's",
#PrioryCaveBossFight,#PrioryCaveBossFight,
The strange construct rises menacingly above you,The strange construct rises menacingly above you,
"As you approach, the fungal growths that cling to it writhe in greedy anticipation - clawing impotently at the portal set into the structure’s side","As you approach, the fungal growths that cling to it writhe in greedy anticipation - clawing impotently at the portal set into the structure's side",
You cannot easily discern the material used in its construction nor the hands that made it beyond the fact that there is an aspect about it that makes you think of the artifacts that the Magi sometimes employ,"You cannot easily discern the material used in its construction nor the hands that made it, beyond the fact that there is an aspect about it that makes you think of the artifacts that the Magi sometimes employ",
"Now, its outer skin is pockmarked and weathered by the shifting of stone over endless millennia","Now, its outer skin is pockmarked and weathered by the shifting of stone over endless millennia",
"For the briefest moment you see it in your mind's eye, free of stone, moving over a landscape of jagged mountains and jungle-clad hills","For the briefest moment you see it in your mind's eye, free of stone, moving over a landscape of jagged mountains and jungle-clad hills",
"Great ferns sway in the humid breeze, and in the distance you see great, singing towers","Great ferns sway in the humid breeze, and in the distance you see great, singing towers",
A sudden tremor shakes you out of it,A sudden tremor shakes you out of it,
This one more violent than the previous ones,This one more violent than the previous ones,
"As you reel from the quake, Embla walks past you, moving towards the portal with her hand outstretched like a sleepwalker","As you reel from the quake, Embla walks past you, moving towards the portal with her hand outstretched like a sleepwalker",
The air hums with energy that appears to be emanating from the portal itself,The air hums with energy that appears to be emanating from the portal itself,
The fungal tentacles begin to thrash wildly in anticipation,The fungal tentacles begin to thrash wildly in anticipation,
"The tremors return, more powerful now, and around you stones fall from the cave’s roof","The tremors return, more powerful now, and around you stones fall from the cave’s roof",
"Embla, wait!","Embla, wait!",
"She does not hear you and before you can grab her, she has touched the door","She does not hear you and before you can grab her, she has touched the door",
The effect is instant,The effect is instant,
Strangely shaped glyphs set into the portal begin to glow with a light so bright it’s nearly blinding,Strangely shaped glyphs set into the portal begin to glow with a light so bright it’s nearly blinding,
"An undulating vibration that you feel in your bones rises and echoes through the cave and for a moment it sounds as if someone, or something is howling madly","An undulating vibration that you feel in your bones rises and echoes through the cave and for a moment it sounds as if someone, or something is howling madly",
Then sudden silence,Then sudden silence,
What was,What was,
"Before you can finish your sentence, the ground again shakes violently, knocking you to the ground","Before you can finish your sentence the ground again shakes violently, knocking you to the ground",
Rocks and debris explode outwards from the center of the cave and an inhuman roar so loud it causes your ears to bleed emits from the horror that emerges into the cave,"Rocks and debris explode outwards as they are pushed violently from the centre of the cave, the cause of which quickly becomes apparent: an inhuman roar so loud it causes your ears to bleed; emitted from an unspeakable horror that lies somewhere in the darkness",
"Bursting forth from the depths below, it towers above you","Then, bursting forth from the depths below it emerges, rising; rising until it towers above you",
"A squirming mass of untold millions of strands of fungal growths animated into a gigantic, mawed worm-horror","A squirming mass of untold millions of strands of fungal growths animated into a gigantic, mawed worm-horror",
Tentacles thrash wildly with enough force to break rock as the abomination claws its way out of the emergence hole and towards you,Tentacles thrash wildly with enough force to break rock as the abomination claws its way out of the emergence hole and towards you,
Embedded into its roiling half-flesh are the forms and faces of men,Embedded into its roiling half-flesh are the forms and faces of men,
You know with certainty that these are indeed the final members of the Cabal expedition,You know with certainty that these are indeed the final members of the Cabal expedition,
Stagger to your feet,Stagger to your feet,
"The creature lumbers towards you, emitting yet another terrible scream","The creature lumbers towards you, emitting yet another terrible scream",
Your heart sinks as you set to receive the charge,Your heart sinks as you set to receive the charge,
From around you echoes dozens of replies as its smaller siblings are called forth to the feast,From around you echoes dozens of replies as its smaller siblings are called forth to the feast,
#PrioryCaveSpottedShip,#PrioryCaveSpottedShip,
The cave expands into a vast chamber littered by the remains of what you deem to be the final resting-place of the Cabal expedition to the Black Priory,The cave expands into a vast chamber littered by the remains of what you deem to be the final resting place of the Cabal expedition to the Black Priory,
Large quantities of stone and dirt have been shifted in what appears like an attempt to excavate… what?,Large quantities of stone and dirt have been shifted in what appears like an attempt at excavation. Excavating... what?,
Your eyes strain in an attempt to make sense of the structure partially protruding from the rock,Your eyes strain in an attempt to make sense of the structure partially protruding from the rock,
"Your mind reels at the thought that whatever this is, it must have been placed here thousands, nay, hundreds of thousands of years ago","Your mind reels at the thought that whatever this is, it must have been placed here thousands, nay, hundreds of thousands of years ago",
"What’s more, despite seeing just a small segment of the structure, you feel certain that whatever is buried here is vast","What’s more, despite seeing just a small segment of the structure, you feel certain that whatever is buried here is vast",
We’re here!,We’re here!,
We’ve made it!,We’ve made it!,
"All these years, this is what was buried under the Priory","All these years, this is what was buried under the Priory",
This is where the Sleeper awaits!,This is where the Sleeper awaits!,
Emblas voice trembles like a prisoner who senses that freedom is finally within reach,Emblas voice trembles like a prisoner who senses that freedom is finally within reach,
T-this thing,T-This thing,
It cannot exist,It c-cannot exist,
It should not!,It should not!,
Who can build something like this?,Who can build something like this?,
Driina’s voice is the closest to panic you’ve ever heard her,Driina’s voice is the closest to panic that you’ve ever heard from her,
This is the very heart of madness itself,This is the very heart of madness itself,
Roland whispers to himself,Roland whispers to himself,
The sleeper awaits,The sleeper awaits,
#PrioryDreamChamber,#PrioryDreamChamber,
I think the monks came down here to commune with him using those machines,I think the monks came down here to commune with him using those machines,
Dreaming his dreams,Dreaming his dreams,
You walk over to the shaft and peer down it,You walk over to the shaft and peer down it,
There is no end in sight,There is no end in sight,
"Whatever lies at the bottom, lies far below this level of the catacombs","Whatever lies at the bottom, lies far below this level of the catacombs",
The octagonal room has four throne-like machines arranged around a central aperture,The octagonal room has four throne-like machines arranged around a central aperture,
"Thick, squirming tentacles spew forth from the shaft, and you can’t help but wonder where it terminates","Thick, squirming tentacles spew forth from the shaft, and you can’t help but wonder where it terminates",
"A strange humming can be felt, rather than heard, coming from the center of the room","A strange humming can be felt, rather than heard, coming from the centre of the room",
Examine the machines,Examine the machines,
"Though no doubt some form of arcane machinery, it’s beyond your ken and you feel loath to examine it further","Though no doubt some form of arcane machinery, it’s beyond your ken and you feel loath to examine it further",
"Leaning in, you examine the indentation further and notice inlays of pure sylver radiating out from where the user’s skull would be","Leaning in, you examine the indentation further and notice inlays of pure sylver radiating out from where the user’s skull would be",
"You follow the inlays, and find that they seem to converge towards the room’s central shaft","You follow the inlays, and find that they seem to converge towards the room’s central shaft",
"Intricately wrought in a complex design that appears more like machinery than decoration, each throne has an indentation that would accommodate a human figure","Intricately wrought in a complex design that appears more like machinery than decoration, each throne has an indentation that would accommodate a human figure",
"If you were to guess, you’d say that this machinery somehow attunes and connects the user to Reticular vibrations emanating from the shaft","If you were to guess, you’d say that this machinery somehow attunes and connects the user to reticular vibrations emanating from the shaft",
As to what is generating those vibrations,As to what is generating those vibrations,
Could it be the holy corpse?,Could it be the holy corpse?,
#PrioryDungeonAmbush1,#PrioryDungeonAmbush2,
"As you enter the hall, a mass of misshapen flesh and slavering jaws spill forth from shadows and darkened side-passages!","As you enter the hall, a mass of misshapen flesh and slavering jaws spill forth from shadows and darkened side passages!",
You can’t help but think that the glistening and slimy horrors before you look as if they were birthed into existence recently,You can’t help but think that the glistening and slimy horrors before you look as if they were birthed into existence recently,
No doubt they are now ravenously hungry,No doubt they are now ravenously hungry,
#PrioryDungeonAmbush2,#PrioryDungeonAmbush3,
Forces pull at you - driving you inexorably forwards,Forces pull at you - driving you inexorably forwards,
"You are, you are no doubt, nearing something","You are, you are no doubt, nearing something",
What’s wrong?,What’s wrong?,
Why do we stop?,Why do we stop?,
Embla asks impatiently,Embla asks impatiently,
I have a strange feeling,I have a strange feeling,
A feeling we’re being watched!,A feeling we’re being watched!,
snarls Roland as he turns to face the amorphous eye-things that glide silently down from the ceiling to prey upon you!,snarls Roland as he turns to face the amorphous eye-things that glide silently down from the ceiling to prey upon you!,
"Before you can finish the thought, movement catches your eye and you whirl around to face the amorphous eye-things that glide silently down from the ceiling to prey upon you!","Before you can finish the thought, movement catches your eye and you whirl around to face the amorphous eye-things that glide silently down from the ceiling to prey upon you!",
#PrioryDungeonDarkness,#PrioryDungeonDarkness,
Our path takes us into peerless darkness then?,Our path takes us into peerless darkness then?,
Iben rubs his chin thoughtfully,Iben rubs his chin thoughtfully,
"We’ve survived countless horrors thus far but I dare say, we must keep our wits about us now and proceed with the utmost caution","We’ve survived countless horrors thus far but I dare say, we must keep our wits about us now and proceed with the utmost caution",
I can think of few fates worse than being lost and waylaid in this morass of darkness,I can think of few fates worse than being lost and waylaid in this morass of darkness,
You must keep your wits about you if you are to proceed,You must keep your wits about you if you are to proceed,
Take all precautions not to lose your way and ensure all possible preparations are made before you set forth,Take all precautions not to lose your way and ensure all possible preparations are made before you set forth,
"The tunnel ahead is ancient, narrow and dark","The tunnel ahead is ancient, narrow and dark",
"Walking down it, you cannot help but feel as if you are descending into some deeper abyss - far more ancient than the Priory and reluctant to give up its mysteries","Walking down it, you cannot help but feel as if you are descending into some deeper abyss - far more ancient than the Priory and reluctant to give up its mysteries",
"Nonetheless, you also cannot help but feel as if you are once more being pulled forwards","Nonetheless, you also cannot help but feel as if you are once more being pulled forwards",
Something awaits you at the other end of these tunnels and it’s beckoning for you to proceed,Something awaits you at the other end of these tunnels and it’s beckoning for you to proceed,
You feel it too now don’t you?,"You feel it too now, don’t you?",
Embla attempts to peer into the darkness ahead,Embla attempts to peer into the darkness ahead,
This is the way,This is the way,
The tomb-chamber was never what the Priory was built to protect,The tomb chamber was never what the Priory was built to protect,
There must be even older mysteries below,There must be even older mysteries below,
I suspect many of the monks themselves didn’t know of this,I suspect many of the monks themselves didn’t know of this,
Perhaps initiates offered praise to a false tomb for centuries while the Grandmasters kept the lie?,Perhaps initiates offered praise to a false tomb for centuries while the Grandmasters kept the lie?,
Let's move onwards then,Let's move onwards then,
Not to interrupt your theosophic ramblings but there’s something you might want to see {PLAYER},"Not to interrupt your theosophic ramblings, but there’s something you might want to see, {PLAYER}",
Kat has walked up to the edge of the light and is carefully extending her arm into the darkness,Kat has walked up to the edge of the light and is carefully extending her arm into the darkness,
The darkness will not yield to the light,The darkness will not yield to the light,
It’s as thick as tar,It’s as thick as tar,
Some kind of ward perhaps?,Some kind of ward?,
I suspect we’ll need to navigate these tunnels blindly,I suspect we’ll need to navigate these tunnels blindly,
You walk up to the edge of the light and realize that the darkness does not appear to lift no matter how much light is present,"You walk up to the edge of the light and realise that the darkness does not appear to lift, no matter how much light is present",
The tunnels appear to be kept in some kind of perpetual darkness and it seems you must navigate them blindly,The tunnels appear to be kept in some kind of perpetual darkness; it seems you must navigate them blindly,
#PrioryDungeonGong,#PrioryDungeonGong,
"You strike the gong a third time but as you utter the last name, the note sounds foul and discordant","You strike the gong a third time but as you utter the last name, the note sounds foul and discordant",
Whatever you did you suspect it was somehow wrong,Whatever you did you suspect it was somehow wrong,
Perhaps you should start over?,Perhaps you should start over?,
"A large, gilded gong that no doubt must have served some kind of ceremonial purpose","A large, gilded gong that no doubt must have served some kind of ceremonial purpose",
Etched into it in fine lettering is the following text,Etched into it in fine lettering is the following text,
"He who wishes to pass so bold, Speak the names of masters of old!","He who wishes to pass so bold, Speak the names of masters old!",
"And before the sleeper he beseech, Shall offer up a strike for each!","And before the sleeper he beseech, Shall offer up a strike for each!",
Ring the Gong,Ring the Gong,
You speak the name,You speak the name,
Strike again and say the name 'Rothrax',Strike again and say the name 'Rothrax',
Strike again and say the name 'Carroleth',Strike again and say the name 'Carroleth',
Strike again and say the name 'Kalamar',Strike again and say the name 'Kalamar',
You strike again and speak the second name,You strike again and speak the second name,
"You strike the gong with the mallet and a pure, deep note reverberates through the complex","You strike the gong with the mallet and a pure, deep note reverberates through the complex",
Say the name 'Rothrax',Say the name 'Rothrax',
Say the name 'Carroleth',Say the name 'Carroleth',
Say the name 'Kalamar',Say the name 'Kalamar',
You strike the gong with whatever is at hand and a dull note emanates from it,You strike the gong with whatever is at hand and a dull note emanates from it,
You suspect only striking it with the correct tool will produce a proper note,You suspect only striking it with the correct tool will produce a proper note,
You ring the gong a third time and speaks the last name,You ring the gong a third time and speaks the last name,
The sound echoes more strongly than before through the catacombs and the grinding of stones can be heard in the room ahead,The sound echoes more strongly than before through the catacombs and the grinding of stones can be heard in the room ahead,
"Whatever you did, you suspect it was the right thing","Whatever you did, you suspect it was the right thing",
#PrioryDungeonPitTrap,#PrioryDungeonPitTrap,
"With a mechanical click, the floor gives way under your","With a mechanical click, the floor gives way under your",
